ServiceNo,Direction,StopSequence,BusStopCode
74e,1,39,11379
74e,2,1,11379
74e,2,2,11381
74e,2,3,11181
74e,2,4,19021
74e,2,5,19031
74e,2,6,19041
74e,2,7,17101
74e,2,8,17111
74e,2,9,12061
74e,2,10,12071
74e,2,11,12081
74e,2,12,12091
74e,2,13,12101
74e,2,14,42141
74e,2,15,53121
74e,2,16,53131
74e,2,17,53141
74e,2,18,53151
74e,2,19,53161
74e,2,21,54241
74e,2,22,54261
74e,2,23,54271
74e,2,24,54281
74e,2,25,54291
74e,2,28,66331
74e,2,29,66101
74e,2,30,63311
74e,2,31,63391
74e,2,32,63381
74e,2,34,64341
74e,2,35,64351
74e,2,36,64361
74e,2,37,64031
74e,2,38,64079
74e,2,39,64059
74e,2,40,64049
74e,2,41,64009
75,1,1,44989
75,1,2,44069
75,1,3,44059
75,1,4,44049
75,1,5,44251
75,1,6,44739
75,1,7,44201
75,1,8,44211
75,1,9,43139
75,1,10,43129
75,1,11,43099
75,1,12,43089
75,1,13,43069
75,1,14,43059
75,1,15,43049
75,1,16,43029
75,1,17,43019
75,1,18,42119
75,1,19,42109
75,1,20,42089
75,1,21,42149
75,1,22,12109
75,1,23,12099
75,1,24,12089
75,1,25,12079
75,1,26,12069
75,1,27,12119
75,1,28,12059
75,1,29,12049
75,1,30,12039
75,1,31,12029
75,1,32,11299
75,1,33,11289
75,1,34,11279
75,1,35,11269
75,1,36,11239
75,1,37,11229
75,1,38,11219
75,1,39,11209
75,1,40,13029
75,1,41,13019
75,1,42,09139
75,1,43,13189
75,1,44,13179
75,1,45,13169
75,1,46,13159
75,1,47,13139
75,1,48,13119
75,1,49,06129
75,1,50,06069
75,1,51,06049
75,1,52,06029
75,1,53,05519
75,1,54,05629
75,1,55,03222
75,1,56,03111
75,1,57,03031
75,1,58,03011
75,1,59,02111
75,1,60,02089
75,1,61,02099
75,2,1,02099
75,2,2,02101
75,2,3,02051
75,2,4,02061
75,2,5,02029
75,2,6,03019
75,2,7,03059
75,2,8,03129
75,2,9,03218
75,2,10,05631
75,2,11,05521
75,2,12,06011
75,2,13,06051
75,2,14,06071
75,2,15,06081
75,2,16,06131
75,2,17,13121
75,2,18,13141
75,2,19,13171
75,2,20,13181
75,2,21,09131
75,2,22,09141
75,2,23,13011
75,2,24,13021
75,2,25,11201
75,2,26,11211
75,2,27,11221
75,2,28,11231
75,2,29,11261
75,2,30,11271
75,2,31,11281
75,2,32,11291
75,2,33,12021
75,2,34,12031
75,2,35,12041
75,2,36,12051
75,2,37,12111
75,2,38,12061
75,2,39,12071
75,2,40,12081
75,2,41,12091
75,2,42,12101
75,2,43,42141
75,2,44,42071
75,2,45,42091
75,2,46,42111
75,2,47,43011
75,2,48,43021
75,2,49,43041
75,2,50,43051
75,2,51,43061
75,2,52,43071
75,2,53,43081
75,2,54,43121
75,2,55,43131
75,2,56,44219
75,2,57,44209
75,2,58,44731
75,2,59,44259
75,2,60,44041
75,2,61,44051
75,2,62,43991
75,2,63,44989
75A,1,1,44989
75A,1,2,44069
75A,1,3,44059
75A,1,4,44049
75A,1,5,44251
75A,1,6,44739
75A,1,7,44201
75A,1,8,44211
75A,1,9,43139
75A,1,10,43129
75A,1,11,43099
75A,1,12,43089
75A,1,13,43069
75A,1,14,43059
75A,1,15,43049
75A,1,16,43029
75A,1,17,43019
75A,1,18,42119
75A,1,19,42109
75A,1,20,42089
75A,1,21,42149
75A,1,22,12109
75A,1,23,12099
76,1,1,55509
76,1,2,55159
76,1,3,55149
76,1,4,55139
76,1,5,54209
76,1,6,54199
76,1,7,54189
76,1,8,54221
76,1,9,54231
76,1,10,54241
76,1,11,54261
76,1,12,54271
76,1,13,54281
76,1,14,54291
76,1,15,54301
76,1,16,66341
76,1,17,66331
76,1,18,66101
76,1,19,63219
76,1,20,63209
76,1,21,63199
76,1,22,63189
76,1,23,63179
76,1,24,63369
76,1,25,63149
76,1,26,62059
76,1,27,62049
76,1,28,62039
76,1,29,62029
76,1,30,62019
76,1,31,70309
76,1,32,70299
76,1,33,70289
76,1,34,70279
76,1,35,70269
76,1,36,70259
76,1,37,81101
76,1,38,81111
76,1,39,82011
76,1,40,82032
76,1,41,82009
76,2,1,82009
76,2,2,82229
76,2,3,82049
76,2,4,82029
76,2,6,81129
76,2,7,81119
76,2,8,81109
76,2,9,70251
76,2,10,70261
76,2,11,70271
76,2,12,70281
76,2,13,70291
76,2,14,70301
76,2,15,62011
76,2,16,62021
76,2,17,62031
76,2,18,62041
76,2,19,62051
76,2,20,63141
76,2,21,63361
76,2,22,63181
76,2,23,63191
76,2,24,63201
76,2,25,63211
76,2,26,66109
76,2,27,66339
76,2,28,66349
76,2,29,54309
76,2,30,54299
76,2,31,54289
76,2,32,54279
76,2,33,54269
76,2,34,54248
76,2,35,54239
76,2,36,54229
76,2,37,54181
76,2,38,54191
76,2,39,54201
76,2,40,55131
76,2,41,55141
76,2,42,55151
76,2,43,55189
76,2,44,55509
77,1,1,43009
77,1,2,43179
77,1,3,43189
77,1,4,43619
77,1,5,43629
77,1,6,42319
77,1,7,42201
77,1,8,42211
77,1,9,42221
77,1,10,42231
77,1,11,42169
77,1,12,42159
77,1,13,42259
77,1,14,42089
77,1,15,42059
77,1,16,42049
77,1,17,42039
77,1,18,42029
77,1,19,42129
77,1,20,42139
77,1,21,11349
77,1,22,11339
77,1,23,11329
77,1,24,11319
77,1,25,11309
77,1,26,11289
77,1,27,11279
77,1,28,11269
77,1,29,11239
77,1,30,11229
77,1,31,11219
77,1,32,11209
77,1,33,13029
77,1,34,13019
77,1,35,09149
77,1,36,09159
77,1,37,09169
77,1,38,09179
77,1,39,09047
77,1,40,09037
77,1,41,08138
77,1,42,08057
77,1,43,08069
77,1,44,04179
77,1,45,02049
77,1,46,02089
77,2,1,02101
77,2,2,02051
77,2,3,02061
77,2,4,04111
77,2,5,04121
77,2,6,08041
77,2,7,08031
77,2,8,08111
77,2,9,08121
77,2,10,09059
77,2,11,09022
77,2,12,09111
77,2,13,09121
77,2,14,09131
77,2,15,09141
77,2,16,13011
77,2,17,13021
77,2,18,11201
77,2,19,11211
77,2,20,11221
77,2,21,11231
77,2,22,11261
77,2,23,11271
77,2,24,11301
77,2,25,11311
77,2,26,11321
77,2,27,11331
77,2,28,11341
77,2,29,42131
77,2,30,42011
77,2,31,42021
77,2,32,42031
77,2,33,42041
77,2,34,42051
77,2,35,42061
77,2,36,42071
77,2,37,42151
77,2,38,42161
77,2,39,42239
77,2,40,42229
77,2,41,42219
77,2,42,42209
77,2,43,42311
77,2,44,43621
77,2,45,43611
77,2,46,43181
77,2,47,43171
77,2,48,43009
78,1,1,28301
78,1,2,28431
78,1,3,28249
78,1,4,28239
78,1,5,28229
78,1,6,20269
78,1,7,20259
78,1,8,20161
78,1,9,20171
78,1,10,20121
78,1,11,29039
78,1,12,29029
78,1,13,29019
78,1,14,29041
78,1,15,29121
78,1,16,29051
78,1,17,29119
78,1,18,29109
78,1,19,29099
78,1,20,29089
78,1,21,29139
78,1,22,29149
78,1,23,20299
78,1,24,17079
78,1,25,17069
78,1,26,17251
78,1,27,17161
78,1,28,17171
78,1,29,17239
78,1,30,17259
78,1,31,17061
78,1,32,17071
78,1,33,20291
78,1,34,29071
78,1,35,29081
78,1,36,29091
78,1,37,29101
78,1,38,29111
78,1,39,29069
78,1,40,29059
78,1,41,29129
78,1,42,29049
78,1,43,29011
78,1,44,29021
78,1,45,29031
78,1,46,20129
78,1,47,20179
78,1,48,20169
78,1,49,20251
78,1,50,20261
78,1,51,20271
78,1,52,28221
78,1,53,28231
78,1,54,28241
78,1,55,28439
78,1,56,28211
78A,1,1,28301
78A,1,2,28431
78A,1,3,28249
78A,1,4,28239
78A,1,5,28229
78A,1,6,20269
78A,1,7,20259
78A,1,8,20161
78A,1,9,20171
78A,1,10,20121
78A,1,11,29039
78A,1,12,29029
78A,1,13,29019
78A,1,14,29041
78A,1,15,29121
79,1,1,22009
79,1,2,21359
79,1,3,21251
79,1,4,21269
79,1,5,21511
79,1,6,21521
79,1,7,21531
79,1,8,21541
79,1,9,21189
79,1,10,21179
79,1,11,21049
79,1,12,21159
79,1,13,21149
79,1,14,21071
79,1,15,21051
79,1,16,29021
79,1,17,29031
79,1,18,20129
79,1,19,20239
79,1,20,20219
79,1,21,20209
79,1,22,20261
79,1,23,20271
79,1,24,28221
79,1,25,28301
79,1,26,28431
79,1,27,28249
79,1,28,28239
79,1,29,28229
79,1,30,20269
79,1,31,20201
79,1,32,20211
79,1,33,20231
79,1,34,20121
79,1,35,29039
79,1,36,29029
79,1,37,21059
79,1,38,21079
79,1,39,21141
79,1,40,21151
79,1,41,21041
79,1,42,21171
79,1,43,21181
79,1,44,21549
79,1,45,21539
79,1,46,21529
79,1,47,21519
79,1,48,21261
79,1,49,21259
79,1,50,21351
79,1,51,22009
79A,1,1,22009
79A,1,2,21359
79A,1,3,21251
79A,1,4,21269
79A,1,5,21511
79A,1,6,21521
79A,1,7,21531
79A,1,8,21541
79A,1,9,21189
79A,1,10,21179
79A,1,11,21049
79A,1,12,21159
79A,1,13,21149
79A,1,14,21071
79A,1,15,21051
79A,1,16,29021
79A,1,17,29031
79A,1,18,20129
79A,1,19,20239
79A,1,20,20219
79A,1,21,20209
79A,1,22,20261
79A,1,23,20271
79A,1,24,28221
79A,1,25,28301
79A,1,26,28431
79A,1,27,28249
7A,1,1,84009
7A,1,2,84029
7A,1,3,84019
7A,1,4,83099
7A,1,5,83079
7A,1,6,83059
7A,1,7,83049
7A,1,8,83029
7A,1,9,82069
7A,1,10,82049
7A,1,11,82029
7A,1,12,82109
7A,1,13,81131
7A,1,14,81141
7A,1,15,81151
7A,1,16,81161
7A,1,17,80259
7A,1,18,80111
7A,1,19,80049
7A,1,20,80039
7A,1,21,80029
7A,1,22,01339
7A,1,23,01329
7A,1,24,01229
7A,1,25,01139
7A,1,26,01039
7A,1,27,01029
7A,1,28,04111
7A,1,29,04121
7A,1,30,08041
7A,1,31,08031
7A,1,32,08111
7A,1,33,08121
7A,1,34,09059
7A,1,35,09022
7B,1,1,17009
7B,1,2,17221
7B,1,3,12119
7B,1,4,12059
7B,1,5,12049
7B,1,6,12039
7B,1,7,12029
7B,1,8,11299
7B,1,9,11289
7B,1,10,11279
7B,1,11,11269
7B,1,12,11239
7B,1,13,11229
7B,1,14,11219
7B,1,15,11209
7B,1,16,13029
7B,1,17,13019
7B,1,18,09149
7B,1,19,09159
7B,1,20,09169
7B,1,21,09179
7B,1,22,09048
7B,1,23,09038
7B,1,24,08138
7B,1,25,08057
8,1,1,75009
8,1,2,76191
8,1,3,76201
8,1,4,76211
8,1,5,76221
8,1,6,76039
8,1,7,76109
8,1,8,76099
8,1,9,76089
8,1,10,76079
8,1,11,75059
8,1,12,75229
8,1,13,75239
8,1,14,75249
8,1,15,75259
8,1,16,84481
8,1,17,84491
8,1,18,72079
8,1,19,72069
8,1,20,72029
8,1,21,71099
8,1,22,71139
8,1,23,71129
8,1,24,71149
8,1,25,71159
8,1,26,71169
8,1,27,70261
8,1,28,70271
8,1,29,70149
8,1,30,70139
8,1,31,70129
8,1,32,70119
8,1,33,70109
8,1,34,60219
8,1,35,60089
8,1,36,52089
8,1,37,52321
8,1,38,52501
8,1,39,52009
8,2,1,52009
8,2,2,52509
8,2,3,52329
8,2,4,52081
8,2,5,60081
8,2,6,60211
8,2,7,70101
8,2,8,70111
8,2,9,70121
8,2,10,70131
8,2,11,70279
8,2,12,70269
8,2,13,71161
8,2,14,71151
8,2,15,71141
8,2,16,71121
8,2,17,71131
8,2,18,71091
8,2,19,72021
8,2,20,72061
8,2,21,72071
8,2,22,84499
8,2,23,84489
8,2,24,75251
8,2,25,75241
8,2,26,75231
8,2,27,75221
8,2,28,75051
8,2,29,76071
8,2,30,76081
8,2,31,76091
8,2,32,76101
8,2,33,76031
8,2,34,76229
8,2,35,76219
8,2,36,76209
8,2,37,76199
8,2,38,75009
80,1,1,67009
80,1,2,67191
80,1,3,67171
80,1,4,65029
80,1,5,65019
80,1,6,64029
80,1,7,64429
80,1,8,64381
80,1,9,64549
80,1,10,64019
80,1,11,63069
80,1,12,63059
80,1,13,63049
80,1,14,63039
80,1,15,63029
80,1,16,63019
80,1,17,62059
80,1,18,62049
80,1,19,62039
80,1,20,62029
80,1,21,62019
80,1,22,70309
80,1,23,70299
80,1,24,70289
80,1,25,70279
80,1,26,70269
80,1,27,70259
80,1,28,81229
80,1,29,81219
80,1,30,81209
80,1,31,81089
80,1,32,80089
80,1,33,80069
80,1,34,80049
80,1,35,80039
80,1,36,80029
80,1,37,01339
80,1,38,01329
80,1,39,01229
80,1,40,01139
80,1,41,01039
80,1,42,01029
80,1,43,04168
80,1,44,04249
80,1,45,05029
80,1,46,05199
80,1,47,05269
80,1,48,05429
80,1,49,05419
80,1,50,05431
80,1,51,05649
80,1,52,14061
80,1,53,14071
80,1,54,14081
80,1,55,14101
80,1,56,14141
80,1,57,14009
80,2,1,14009
80,2,2,14129
80,2,3,14119
80,2,4,14109
80,2,5,14089
80,2,6,14069
80,2,7,05631
80,2,8,05629
80,2,9,05651
80,2,10,05411
80,2,11,05421
80,2,12,05271
80,2,13,05241
80,2,14,05013
80,2,15,05023
80,2,16,04222
80,2,17,04142
80,2,18,01012
80,2,19,01112
80,2,20,01121
80,2,21,01211
80,2,22,01311
80,2,23,80011
80,2,24,80031
80,2,25,80051
80,2,26,80071
80,2,27,80091
80,2,28,81081
80,2,29,81201
80,2,30,81211
80,2,31,81221
80,2,32,81109
80,2,33,70251
80,2,34,70261
80,2,35,70271
80,2,36,70281
80,2,37,70291
80,2,38,70301
80,2,39,62011
80,2,40,62021
80,2,41,62031
80,2,42,62041
80,2,43,62051
80,2,44,63011
80,2,45,63021
80,2,46,63031
80,2,47,63041
80,2,48,63051
80,2,49,63061
80,2,50,64011
80,2,51,64541
80,2,52,64389
80,2,53,64421
80,2,54,64021
80,2,55,65011
80,2,56,65021
80,2,57,67179
80,2,58,67199
80,2,59,67009
800,1,1,59009
800,1,2,59169
800,1,3,59179
800,1,4,59241
800,1,5,59231
800,1,6,59251
800,1,7,59261
800,1,8,59271
800,1,9,57129
800,1,10,57119
800,1,11,57089
800,1,12,59511
800,1,13,59309
800,1,14,59139
800,1,15,59129
800,1,16,59109
800,1,17,59239
800,1,18,59249
800,1,19,59171
800,1,20,59161
800,1,21,59072
800,1,22,59009
803,1,1,59009
803,1,2,59169
803,1,3,59179
803,1,4,59389
803,1,5,59641
803,1,6,59621
803,1,7,59181
803,1,8,59171
803,1,9,59161
803,1,10,59072
803,1,11,59009
804,1,1,59009
804,1,2,59091
804,1,3,59239
804,1,4,59249
804,1,5,59389
804,1,6,59399
804,1,7,59409
804,1,8,59419
804,1,9,59639
804,1,10,59579
804,1,11,59581
804,1,12,59471
804,1,13,59461
804,1,14,59411
804,1,15,59401
804,1,16,59391
804,1,17,59381
804,1,18,59241
804,1,19,59231
804,1,20,59099
804,1,21,59073
804,1,22,59009
805,1,1,59009
805,1,2,59069
805,1,3,59341
805,1,4,59289
805,1,5,59299
805,1,6,59449
805,1,7,59731
805,1,8,59741
805,1,9,59751
805,1,10,59589
805,1,11,59761
805,1,12,59719
805,1,13,59291
805,1,14,59281
805,1,15,59349
805,1,16,58991
805,1,17,59009
806,1,1,59009
806,1,2,59169
806,1,3,59359
806,1,4,59651
806,1,5,59451
806,1,6,59469
806,1,7,59591
806,1,8,59601
806,1,9,59649
806,1,10,59399
806,1,11,59409
806,1,12,59419
806,1,13,59459
806,1,14,59351
806,1,15,59161
806,1,16,59072
806,1,17,59009
807,1,1,59009
807,1,2,59169
807,1,3,59179
807,1,4,59389
807,1,5,59399
807,1,6,59409
807,1,7,59419
807,1,8,59639
807,1,9,59579
807,1,10,59761
807,1,11,59719
807,1,12,59439
807,1,13,59429
807,1,14,59569
807,1,15,59329
807,1,16,59089
807,1,17,59319
807,1,18,59309
807,1,19,59111
807,1,20,57089
807,1,21,59511
807,1,22,59311
807,1,23,59081
807,1,24,59321
807,1,25,59561
807,1,26,59421
807,1,27,59431
807,1,28,59711
807,1,29,59571
807,1,30,59631
807,1,31,59411
807,1,32,59401
807,1,33,59391
807,1,34,59381
807,1,35,59171
807,1,36,59161
807,1,37,59072
807,1,38,59009
807A,1,1,59009
807A,1,2,59169
807A,1,3,59179
807A,1,4,59389
807A,1,5,59399
807A,1,6,59409
807A,1,7,59419
807A,1,8,59639
807A,1,9,59579
807A,1,10,59761
807A,1,11,59719
807A,1,12,59439
807A,1,13,59429
807A,1,14,59569
807B,1,1,59009
807B,1,2,59169
807B,1,3,59179
807B,1,4,59389
807B,1,5,59399
807B,1,6,59409
807B,1,7,59419
807B,1,8,59639
807B,1,9,59579
807B,1,10,59761
807B,1,11,59719
807B,1,12,59439
807B,1,13,59429
807B,1,14,59569
807B,1,15,59329
807B,1,16,59089
807B,1,17,59319
807B,1,18,59309
80A,1,1,67009
80A,1,2,67191
80A,1,3,67171
80A,1,4,65029
80A,1,5,65019
80A,1,6,64029
80A,1,7,64429
80A,1,8,64381
80A,1,9,64549
80A,1,10,64019
80A,1,11,63069
80A,1,12,63059
80A,1,13,63049
80A,1,14,63039
80A,1,15,63029
80A,1,16,63019
80A,1,17,62059
80A,1,18,62049
80A,1,19,62039
80A,1,20,62029
80A,1,21,62019
80A,1,22,70309
80A,1,23,70299
80A,1,24,70289
80A,1,25,70279
80A,1,26,70269
80A,1,27,70259
80A,1,28,81229
80A,1,29,81219
80A,1,30,81209
80A,1,31,81089
81,1,1,75009
81,1,2,76191
81,1,3,76201
81,1,4,76211
81,1,5,76221
81,1,6,76231
81,1,7,76241
81,1,8,98011
81,1,9,98091
81,1,10,78051
81,1,11,78061
81,1,12,77051
81,1,13,77041
81,1,14,77031
81,1,15,77021
81,1,16,77011
81,1,17,77241
81,1,18,77231
81,1,19,77281
81,1,20,77331
81,1,23,64229
81,1,24,64219
81,1,25,64209
81,1,26,63241
81,1,27,63059
81,1,28,63049
81,1,29,63039
81,1,30,63029
81,1,31,63019
81,1,32,62149
81,1,33,66351
81,1,34,66371
81,1,35,63149
81,1,36,63011
81,1,37,63021
81,1,38,63031
81,1,39,63041
81,1,40,63051
81,1,41,63249
81,1,42,64201
81,1,43,64211
81,1,44,64221
81,1,45,64131
81,1,48,77339
81,1,49,77289
81,1,50,77239
81,1,51,77249
81,1,52,78049
81,1,53,77019
81,1,54,77029
81,1,55,77039
81,1,56,77049
81,1,57,77059
81,1,58,78069
81,1,59,78059
81,1,60,98099
81,1,61,98019
81,1,62,76249
81,1,63,76239
81,1,64,76229
81,1,65,76219
81,1,66,76209
81,1,67,76199
81,1,68,75009
811,1,1,59009
811,1,2,59169
811,1,3,59179
811,1,4,59189
811,1,5,59199
811,1,6,59209
811,1,7,59211
811,1,8,59221
811,1,9,59261
811,1,10,59271
811,1,11,57129
811,1,12,57119
811,1,13,59119
811,1,14,59149
811,1,15,59159
811,1,16,59091
811,1,17,59251
811,1,18,59229
811,1,19,59219
811,1,20,59201
811,1,21,59191
811,1,22,59181
811,1,23,59171
811,1,24,59161
811,1,25,59072
811,1,26,59008
811,1,27,59008
811,1,28,59069
811,1,29,59339
811,1,30,59321
811,1,31,59561
811,1,32,59421
811,1,33,59431
811,1,34,59449
811,1,35,59481
811,1,36,59499
811,1,37,59501
811,1,38,59441
811,1,39,59439
811,1,40,59429
811,1,41,59569
811,1,42,59329
811,1,43,59331
811,1,44,58991
811,1,45,59009
811A,1,1,59009
811A,1,2,59169
811A,1,3,59179
811A,1,4,59189
811A,1,5,59199
811A,1,6,59209
811A,1,7,59211
811A,1,8,59221
811A,1,9,59261
811A,1,10,59271
811A,1,11,57129
811A,1,12,57119
811A,1,13,59119
811A,1,14,59149
811A,1,15,59159
812,1,1,59009
812,1,2,59169
812,1,3,59359
812,1,4,59709
812,1,5,59349
812,1,6,59369
812,1,7,59379
812,1,8,59291
812,1,9,59281
812,1,10,59701
812,1,11,59351
812,1,12,59161
812,1,13,59072
812,1,14,59008
812,1,15,59008
812,1,16,59091
812,1,17,59101
812,1,18,59121
812,1,19,59131
812,1,20,59301
812,1,21,59311
812,1,22,59081
812,1,23,59321
812,1,24,59561
812,1,25,59051
812,1,26,59339
812,1,27,59089
812,1,28,59319
812,1,29,59309
812,1,30,59139
812,1,31,59129
812,1,32,59109
812,1,33,59099
812,1,34,59073
812,1,35,59009
82,1,1,65009
82,1,2,65201
82,1,3,65079
82,1,4,65069
82,1,5,65059
82,1,6,65049
82,1,7,65039
82,1,8,65029
82,1,9,65019
82,1,10,64029
82,1,11,64429
82,1,12,64381
82,1,13,64391
82,1,14,63351
82,1,15,63341
82,1,16,63059
82,1,17,63049
82,1,18,63039
82,1,19,63029
82,1,20,63019
82,1,21,62149
82,1,22,66351
82,1,23,66371
82,1,24,63149
82,1,25,63011
82,1,26,63021
82,1,27,63031
82,1,28,63041
82,1,29,63051
82,1,30,63349
82,1,31,63359
82,1,32,64399
82,1,33,64389
82,1,34,64421
82,1,35,64021
82,1,36,65011
82,1,37,65021
82,1,38,65031
82,1,39,65041
82,1,40,65061
82,1,41,65071
82,1,42,65209
82,1,43,65009
825,1,1,55509
825,1,2,55171
825,1,3,55029
825,1,4,55349
825,1,5,55339
825,1,6,55351
825,1,7,55371
825,1,8,55381
825,1,9,55361
825,1,10,55331
825,1,11,55341
825,1,12,55021
825,1,13,55179
825,1,14,55189
825,1,15,55509
83,1,1,65009
83,1,2,65221
83,1,3,65281
83,1,4,65271
83,1,5,65261
83,1,6,65239
83,1,7,65179
83,1,8,65169
83,1,9,65159
83,1,10,65079
83,1,11,65069
83,1,12,67251
83,1,13,67431
83,1,14,67411
83,1,15,67441
83,1,16,67009
83,1,17,67449
83,1,18,67419
83,1,19,67439
83,1,20,67259
83,1,21,65061
83,1,22,65071
83,1,23,65151
83,1,24,65161
83,1,25,65171
83,1,26,65231
83,1,27,65269
83,1,28,65279
83,1,29,65289
83,1,30,65229
83,1,31,65009
84,1,1,65009
84,1,2,65221
84,1,3,65091
84,1,4,65489
84,1,5,65469
84,1,6,65619
84,1,7,65629
84,1,8,65639
84,1,9,65689
84,1,10,65139
84,1,11,65681
84,1,12,65631
84,1,13,65621
84,1,14,65611
84,1,15,65461
84,1,16,65481
84,1,17,65099
84,1,18,65229
84,1,19,65009
85,1,1,65009
85,1,2,65221
85,1,3,65281
85,1,4,65271
85,1,5,65261
85,1,6,65239
85,1,7,65529
85,1,8,67529
85,1,9,67539
85,1,10,67131
85,1,11,67141
85,1,12,67179
85,1,13,67349
85,1,14,67449
85,1,15,67399
85,1,16,67389
85,1,17,67549
85,1,18,67559
85,1,19,67569
85,1,20,67579
85,1,21,68031
85,1,22,68051
85,1,24,55281
85,1,25,59011
85,1,26,59021
85,1,27,59031
85,1,28,59041
85,1,29,59051
85,1,30,58991
85,1,31,59009
85,2,1,59009
85,2,2,59069
85,2,3,59059
85,2,4,59049
85,2,5,59039
85,2,6,59029
85,2,7,59019
85,2,8,55289
85,2,11,68059
85,2,12,68049
85,2,13,68039
85,2,14,67571
85,2,15,67561
85,2,16,67551
85,2,17,67541
85,2,18,67381
85,2,19,67391
85,2,20,67441
85,2,21,67341
85,2,22,67171
85,2,23,67139
85,2,24,67531
85,2,25,67521
85,2,26,65521
85,2,27,65231
85,2,28,65269
85,2,29,65279
85,2,30,65289
85,2,31,65229
85,2,32,65009
850E,1,1,59581
850E,1,2,59471
850E,1,3,59461
850E,1,4,59639
850E,1,5,59579
850E,1,6,59761
850E,1,7,59719
850E,1,8,59439
850E,1,9,59429
850E,1,18,08057
850E,1,19,08069
850E,1,20,04179
850E,1,21,02049
850E,1,22,02119
850E,1,23,03019
850E,1,24,03059
850E,1,25,03129
850E,1,26,03218
850E,2,1,03222
850E,2,2,03111
850E,2,3,03071
850E,2,4,03031
850E,2,5,03011
850E,2,6,02111
850E,2,7,04111
850E,2,8,04121
850E,2,9,08041
850E,2,10,08031
850E,2,19,59421
850E,2,20,59431
850E,2,21,59711
850E,2,22,59581
850E,2,23,59471
850E,2,24,59461
850E,2,25,59639
850E,2,26,59579
851,1,1,59009
851,1,2,59069
851,1,3,59059
851,1,4,59049
851,1,5,59039
851,1,6,59029
851,1,7,59019
851,1,8,55269
851,1,9,55259
851,1,10,55249
851,1,11,55179
851,1,12,55189
851,1,13,55209
851,1,14,54059
851,1,15,54049
851,1,16,54039
851,1,17,54019
851,1,18,53169
851,1,19,53159
851,1,20,53149
851,1,21,53139
851,1,22,53129
851,1,23,53119
851,1,24,51089
851,1,25,51059
851,1,26,51049
851,1,27,51039
851,1,28,51029
851,1,29,51019
851,1,30,50059
851,1,31,50049
851,1,32,50038
851,1,33,50029
851,1,34,50019
851,1,35,40109
851,1,36,40019
851,1,37,07539
851,1,38,07589
851,1,39,01139
851,1,40,01039
851,1,41,01029
851,1,42,04168
851,1,43,04249
851,1,44,05029
851,1,45,05131
851,1,46,05039
851,1,47,05019
851,1,48,06011
851,1,49,06051
851,1,50,10141
851,1,51,10151
851,1,52,10161
851,1,53,10171
851,1,54,10359
851,1,55,10349
851,1,56,10009
851,2,1,10009
851,2,2,10341
851,2,3,10351
851,2,4,10179
851,2,5,10169
851,2,6,10149
851,2,7,06049
851,2,8,06029
851,2,9,05012
851,2,10,05022
851,2,11,04222
851,2,12,04223
851,2,13,04151
851,2,14,01013
851,2,15,01112
851,2,16,07551
851,2,17,07531
851,2,18,40011
851,2,19,40101
851,2,20,50011
851,2,21,50021
851,2,22,50031
851,2,23,50041
851,2,24,50051
851,2,25,51011
851,2,26,51021
851,2,27,51031
851,2,28,51051
851,2,29,51081
851,2,30,53111
851,2,31,53121
851,2,32,53131
851,2,33,53141
851,2,34,53151
851,2,35,53161
851,2,36,54011
851,2,37,54031
851,2,38,54041
851,2,39,54051
851,2,40,55201
851,2,41,55181
851,2,42,55171
851,2,43,55241
851,2,44,55251
851,2,45,55261
851,2,46,59011
851,2,47,59021
851,2,48,59031
851,2,49,59041
851,2,50,59051
851,2,51,58991
851,2,52,59009
851e,1,1,59009
851e,1,2,59069
851e,1,3,59059
851e,1,4,59049
851e,1,5,59039
851e,1,6,55189
851e,1,7,55209
851e,1,8,54059
851e,1,9,54049
851e,1,10,54039
851e,1,11,54019
851e,1,12,40019
851e,1,13,07539
851e,1,14,07589
851e,1,15,01139
851e,1,16,01039
851e,1,17,01029
851e,1,18,04168
851e,1,19,04249
851e,1,20,05029
851e,1,21,05131
851e,1,22,05039
851e,1,23,05019
851e,2,1,05012
851e,2,2,05022
851e,2,3,04222
851e,2,4,04223
851e,2,5,04151
851e,2,6,01013
851e,2,7,01112
851e,2,8,07551
851e,2,9,07531
851e,2,10,40011
851e,2,11,54011
851e,2,12,54031
851e,2,13,54041
851e,2,14,54051
851e,2,15,55201
851e,2,16,55181
851e,2,17,59031
851e,2,18,59041
851e,2,19,59051
851e,2,20,58991
851e,2,21,59009
852,1,1,59009
852,1,2,59069
852,1,3,59059
852,1,4,59049
852,1,5,59039
852,1,6,59029
852,1,7,59019
852,1,8,55269
852,1,9,55259
852,1,10,55249
852,1,11,55179
852,1,12,55189
852,1,13,55209
852,1,14,54059
852,1,15,54049
852,1,16,54039
852,1,17,54019
852,1,18,53169
852,1,19,53159
852,1,20,53149
852,1,21,53139
852,1,22,53019
852,1,23,51079
852,1,24,51119
852,1,25,41169
852,1,26,41139
852,1,27,41129
852,1,28,41031
852,1,29,41041
852,1,30,41051
852,1,31,41061
852,1,32,41071
852,1,33,41081
852,1,34,42011
852,1,35,42021
852,1,36,42031
852,1,37,42041
852,1,38,42051
852,1,39,42061
852,1,40,42071
852,1,41,42091
852,1,42,42111
852,1,43,43011
852,1,44,43631
852,1,45,43201
852,1,46,43191
852,1,47,43181
